Artikelcode;EANCode;Assortiment;Omschrijving;Voorraad
12134;4054571158130;ACCESSORIES;CUBE BACKPACK PURE 12 BLACK;74
12135;4054571158291;ACCESSORIES;CUBE BACKPACK ATX 30 BLACK;20
12136;4054571158277;ACCESSORIES;CUBE BACKPACK PURE 12 CMPT BLACK;100
12137;4054571158284;ACCESSORIES;CUBE BACKPACK ATX 22 BLACK;15
12138;4054571237910;ACCESSORIES;CUBE BACKPACK VERTEX 9 ROOKIE X ACTIONTEAM ORANGE;4
12139;4054571237927;ACCESSORIES;CUBE HIP BAG VERTEX 3 BLACK;0
1214;4260086852122;COMPONENTS;SQ LAB HANDLEBAR SHIM 31.8 TO 25.4 mm;3
12141;4054571238122;ACCESSORIES;CUBE BACKPACK PURE 12 BLUE;13
12141176;8719992975143;COMPONENTS;ERE EXPLORATOR CL CLINCHER 60TPI 700X26C BLACK;42
12141200;8719992975723;COMPONENTS;ERE EXPLORATOR CL CLINCHER 60TPI 700X26C SKINWALL;134
12142;4054571238139;ACCESSORIES;CUBE BACKPACK PURE 12 RED;12
12143;4054571238146;ACCESSORIES;CUBE BACKPACK PURE 12 CMPT BLUE;10
12144;4054571238153;ACCESSORIES;CUBE BACKPACK PURE 12 CMPT LIGHT BLUE;8
12145;4054571238160;ACCESSORIES;CUBE BACKPACK VERTEX 16 X ACTIONTEAM ORANGE;47
12146;4054571238177;ACCESSORIES;CUBE BACKPACK VERTEX 16 TM OLIVE;2
12147;4054571238184;ACCESSORIES;CUBE BACKPACK ATX 22 RED;3
12148;4054571238191;ACCESSORIES;CUBE BACKPACK ATX 22 TM OLIVE;10
12149;4054571238207;ACCESSORIES;CUBE BACKPACK ATX 30 TM OLIVE;16
12150;4054571238214;ACCESSORIES;CUBE BACKPACK VERTEX 9 ROOKIE TM OLIVE;2
12153;4054571238450;ACCESSORIES;CUBE BACKPACK ATX 22 VIOLET;7
12154;4054571240224;ACCESSORIES;CUBE BACKPACK ATX HYBRID 24 BLACK;0
12155;4054571240255;ACCESSORIES;CUBE BACKPACK PURE 16 ULTRALIGHT BLACK;0
12156;4054571240262;ACCESSORIES;CUBE GEAR BAG BACKPACK  2 BLACK;9
12158;4054571241061;ACCESSORIES;CUBE ZIPPER PULLER SMALL BLACK;0
12159;4054571240279;ACCESSORIES;CUBE ZIPPER PULLER LARGE BLACK;0
12161;4054571238825;ACCESSORIES;CUBE BOTTLE CAGE FLOW 400 BLACK;0
12163;4054571209436;ACCESSORIES;CUBE BUCKLE 25MM FEMALE - HIP BAG ATX 1 BLACK;0
12164;4054571210715;ACCESSORIES;CUBE BUCKLE 25MM MALE - HIP BAG ATX 1 BLACK;0
12170;4054571239051;ACCESSORIES;CUBE BACKPACK PROTECTION PAD SAS-TEC LB-L BLACK;0
12171;4054571239068;ACCESSORIES;CUBE BACKPACK PROTECTION PAD SAS-TEC SCA-400 BLACK;0
12172;4054571240286;ACCESSORIES;CUBE BACKPACK PROTECTION PAD SAS-TEC LB-XL BLACK;0
12173-0XS;4054571180575;CLOTHING;CUBE PADDED VEST ORANGE XS;0
12173-1S;4054571180582;CLOTHING;CUBE PADDED VEST ORANGE S;0
12173-2M;4054571180599;CLOTHING;CUBE PADDED VEST ORANGE M;0
12173-3L;4054571180605;CLOTHING;CUBE PADDED VEST ORANGE L;0
12173-4XL;4054571180612;CLOTHING;CUBE PADDED VEST ORANGE XL;0
12173-5XXL;4054571180629;CLOTHING;CUBE PADDED VEST ORANGE XXL;0
12173-6XXXL;4054571180636;CLOTHING;CUBE PADDED VEST ORANGE XXXL;0
12174-0XS;4054571180643;CLOTHING;CUBE WS PADDED JACKET BLACK XS (34);0
12174-1S;4054571180650;CLOTHING;CUBE WS PADDED JACKET BLACK S (36);0
12174-2M;4054571180667;CLOTHING;CUBE WS PADDED JACKET BLACK M (38);0
12174-3L;4054571180674;CLOTHING;CUBE WS PADDED JACKET BLACK L (40);0
12174-4XL;4054571180681;CLOTHING;CUBE WS PADDED JACKET BLACK XL (42);0
12174-5XXL;4054571180698;CLOTHING;CUBE WS PADDED JACKET BLACK XXL (44);0
12174-6XXXL;4054571180704;CLOTHING;CUBE WS PADDED JACKET BLACK XXXL (46);0
12189-2XS;4054571173874;CLOTHING;CUBE WS RAIN JACKET CMPT BLACK XS (34);0
12189-3S;4054571173881;CLOTHING;CUBE WS RAIN JACKET CMPT BLACK S (36);0
12189-4M;4054571173898;CLOTHING;CUBE WS RAIN JACKET CMPT BLACK M (38);0
12189-5L;4054571173904;CLOTHING;CUBE WS RAIN JACKET CMPT BLACK L (40);0
12189-6XL;4054571173911;CLOTHING;CUBE WS RAIN JACKET CMPT BLACK XL (42);0
12189-7XXL;4054571173928;CLOTHING;CUBE WS RAIN JACKET CMPT BLACK XXL (44);0
12189-8XXXL;4054571173935;CLOTHING;CUBE WS RAIN JACKET CMPT BLACK XXXL (46);0
12190-2XS;4054571173942;CLOTHING;CUBE WS RAIN JACKET CMPT BORDEAUX XS (34);0
12190-3S;4054571173959;CLOTHING;CUBE WS RAIN JACKET CMPT BORDEAUX S (36);0
12190-4M;4054571173966;CLOTHING;CUBE WS RAIN JACKET CMPT BORDEAUX M (38);0
12190-5L;4054571173973;CLOTHING;CUBE WS RAIN JACKET CMPT BORDEAUX L (40);0
12190-6XL;4054571173980;CLOTHING;CUBE WS RAIN JACKET CMPT BORDEAUX XL (42);0
12190-7XXL;4054571173997;CLOTHING;CUBE WS RAIN JACKET CMPT BORDEAUX XXL (44);0
12190-8XXXL;4054571174000;CLOTHING;CUBE WS RAIN JACKET CMPT BORDEAUX XXXL (46);0
12191;4054571177650;CLOTHING;CUBE BASELAYER LIGHT ISO BLACK;12
12192-2XS;4054571199201;CLOTHING;CUBE JERSEY CMPT ARTLINE S/S BLUE/PURPLE XS;0
12192-3S;4054571199218;CLOTHING;CUBE JERSEY CMPT ARTLINE S/S BLUE/PURPLE S;0
12192-4M;4054571199225;CLOTHING;CUBE JERSEY CMPT ARTLINE S/S BLUE/PURPLE M;0
12192-5L;4054571199232;CLOTHING;CUBE JERSEY CMPT ARTLINE S/S BLUE/PURPLE L;0
12192-6XL;4054571199249;CLOTHING;CUBE JERSEY CMPT ARTLINE S/S BLUE/PURPLE XL;0
12192-7XXL;4054571199256;CLOTHING;CUBE JERSEY CMPT ARTLINE S/S BLUE/PURPLE XXL;0
12192-8XXXL;4054571199263;CLOTHING;CUBE JERSEY CMPT ARTLINE S/S BLUE/PURPLE XXXL;0
12193-2XS;4054571199270;CLOTHING;CUBE JERSEY CMPT SPRINKLE S/S BROWN XS;0
12193-3S;4054571199287;CLOTHING;CUBE JERSEY CMPT SPRINKLE S/S BROWN S;0
12193-4M;4054571199294;CLOTHING;CUBE JERSEY CMPT SPRINKLE S/S BROWN M;0
12193-5L;4054571199300;CLOTHING;CUBE JERSEY CMPT SPRINKLE S/S BROWN L;0
12193-6XL;4054571199317;CLOTHING;CUBE JERSEY CMPT SPRINKLE S/S BROWN XL;0
12193-7XXL;4054571199324;CLOTHING;CUBE JERSEY CMPT SPRINKLE S/S BROWN XXL;0
12193-8XXXL;4054571199331;CLOTHING;CUBE JERSEY CMPT SPRINKLE S/S BROWN XXXL;0
12194-0XS;4054571233547;CLOTHING;CUBE BLACKLINE WS RAIN SHORTS BLACK XS (34);0
12194-1S;4054571233554;CLOTHING;CUBE BLACKLINE WS RAIN SHORTS BLACK S (36);0
12194-2M;4054571233561;CLOTHING;CUBE BLACKLINE WS RAIN SHORTS BLACK M (38);0
12194-3L;4054571233578;CLOTHING;CUBE BLACKLINE WS RAIN SHORTS BLACK L (40);0
12194-4XL;4054571233585;CLOTHING;CUBE BLACKLINE WS RAIN SHORTS BLACK XL (42);0
12194-5XXL;4054571233592;CLOTHING;CUBE BLACKLINE WS RAIN SHORTS BLACK XXL (44);0
12194-6XXXL;4054571233608;CLOTHING;CUBE BLACKLINE WS RAIN SHORTS BLACK XXXL (46);0
12195-0XS;4054571234735;CLOTHING;CUBE ATX ROUND NECK JERSEY TECH S/S SMOKE BLUE XS;0
12195-1S;4054571234742;CLOTHING;CUBE ATX ROUND NECK JERSEY TECH S/S SMOKE BLUE S;2
12195-2M;4054571234759;CLOTHING;CUBE ATX ROUND NECK JERSEY TECH S/S SMOKE BLUE M;6
12195-3L;4054571234766;CLOTHING;CUBE ATX ROUND NECK JERSEY TECH S/S SMOKE BLUE L;7
12195-4XL;4054571234773;CLOTHING;CUBE ATX ROUND NECK JERSEY TECH S/S SMOKE BLUE XL;6
12195-5XXL;4054571234780;CLOTHING;CUBE ATX ROUND NECK JERSEY TECH S/S SMOKE BLUE XXL;0
12195-6XXXL;4054571234797;CLOTHING;CUBE ATX ROUND NECK JERSEY TECH S/S SMOKE BLU XXXL;0
12200-0XS;4054571202949;CLOTHING;CUBE TEAMLINE JERSEY CMPT S/S BLUE/RED/GREY XS;4
12200-1S;4054571202956;CLOTHING;CUBE TEAMLINE JERSEY CMPT S/S BLUE/RED/GREY S;27
12200-2M;4054571202963;CLOTHING;CUBE TEAMLINE JERSEY CMPT S/S BLUE/RED/GREY M;80
12200-3L;4054571202970;CLOTHING;CUBE TEAMLINE JERSEY CMPT S/S BLUE/RED/GREY L;132
12200-4XL;4054571202987;CLOTHING;CUBE TEAMLINE JERSEY CMPT S/S BLUE/RED/GREY XL;62
12201-0XS;4054571204066;CLOTHING;CUBE TEAMLINE BIB SHORTS BLACK/BLUE/RED XS;25
12201-1S;4054571204073;CLOTHING;CUBE TEAMLINE BIB SHORTS BLACK/BLUE/RED S;96
12201-2M;4054571204080;CLOTHING;CUBE TEAMLINE BIB SHORTS BLACK/BLUE/RED M;147
12201-3L;4054571204097;CLOTHING;CUBE TEAMLINE BIB SHORTS BLACK/BLUE/RED L;144
12201-4XL;4054571204103;CLOTHING;CUBE TEAMLINE BIB SHORTS BLACK/BLUE/RED XL;114
12201-5XXL;4054571204110;CLOTHING;CUBE TEAMLINE BIB SHORTS BLACK/BLUE/RED XXL;16
12201-6XXXL;4054571204127;CLOTHING;CUBE TEAMLINE BIB SHORTS BLACK/BLUE/RED XXXL;11
12202-1S;4054571204141;CLOTHING;CUBE TEAMLINE WIND JACKET BLACK S;0
12202-2M;4054571204158;CLOTHING;CUBE TEAMLINE WIND JACKET BLACK M;33
12202-3L;4054571204165;CLOTHING;CUBE TEAMLINE WIND JACKET BLACK L;49
12202-4XL;4054571204172;CLOTHING;CUBE TEAMLINE WIND JACKET BLACK XL;59
12202-5XXL;4054571204189;CLOTHING;CUBE TEAMLINE WIND JACKET BLACK XXL;17
12203-0XS;4054571204202;CLOTHING;CUBE TEAMLINE WIND GILET BLACK XS;0
12203-1S;4054571204219;CLOTHING;CUBE TEAMLINE WIND GILET BLACK S;4
12203-2M;4054571204226;CLOTHING;CUBE TEAMLINE WIND GILET BLACK M;0
12203-3L;4054571204233;CLOTHING;CUBE TEAMLINE WIND GILET BLACK L;0
12203-4XL;4054571204240;CLOTHING;CUBE TEAMLINE WIND GILET BLACK XL;0
12203-5XXL;4054571204257;CLOTHING;CUBE TEAMLINE WIND GILET BLACK XXL;0
12203-6XXXL;4054571204264;CLOTHING;CUBE TEAMLINE WIND GILET BLACK XXXL;0
12204-0XS;4054571204271;CLOTHING;CUBE TEAMLINE WS WIND JACKET BLACK XS (34);0
12204-1S;4054571204288;CLOTHING;CUBE TEAMLINE WS WIND JACKET BLACK S (36);1
12204-2M;4054571204295;CLOTHING;CUBE TEAMLINE WS WIND JACKET BLACK M (38);16
12204-3L;4054571204301;CLOTHING;CUBE TEAMLINE WS WIND JACKET BLACK L (40);22
12204-4XL;4054571204318;CLOTHING;CUBE TEAMLINE WS WIND JACKET BLACK XL (42);4
12204-5XXL;4054571204325;CLOTHING;CUBE TEAMLINE WS WIND JACKET BLACK XXL (44);0
12204-6XXXL;4054571204332;CLOTHING;CUBE TEAMLINE WS WIND JACKET BLACK XXXL (46);0
12205-0XS;4054571204349;CLOTHING;CUBE TEAMLINE WS JERSEY S/S BLUE/MINT XS (34);5
12205-2M;4054571204363;CLOTHING;CUBE TEAMLINE WS JERSEY S/S BLUE/MINT M (38);2
12205-3L;4054571204370;CLOTHING;CUBE TEAMLINE WS JERSEY S/S BLUE/MINT L (40);6
12205-4XL;4054571204387;CLOTHING;CUBE TEAMLINE WS JERSEY S/S BLUE/MINT XL (42);5
12207-0XS;4054571204486;CLOTHING;CUBE TEAMLINE WS CYCLE SHORTS BLUE/MINT XS (34);4
12207-1S;4054571204493;CLOTHING;CUBE TEAMLINE WS CYCLE SHORTS BLUE/MINT S (36);11
12207-2M;4054571204509;CLOTHING;CUBE TEAMLINE WS CYCLE SHORTS BLUE/MINT M (38);20
12207-3L;4054571204516;CLOTHING;CUBE TEAMLINE WS CYCLE SHORTS BLUE/MINT L (40);24
12207-4XL;4054571204523;CLOTHING;CUBE TEAMLINE WS CYCLE SHORTS BLUE/MINT XL (42);22
12207-5XXL;4054571204530;CLOTHING;CUBE TEAMLINE WS CYCLE SHORTS BLUE/MINT XXL (44);54
12210-0XS;4054571204554;CLOTHING;CUBE TEAMLINE TRI SUIT BLACK/BLUE/WHITE XS;0
12210-1S;4054571204561;CLOTHING;CUBE TEAMLINE TRI SUIT BLACK/BLUE/WHITE S;0
12210-2M;4054571204578;CLOTHING;CUBE TEAMLINE TRI SUIT BLACK/BLUE/WHITE M;0
12210-3L;4054571204585;CLOTHING;CUBE TEAMLINE TRI SUIT BLACK/BLUE/WHITE L;0
12210-4XL;4054571204592;CLOTHING;CUBE TEAMLINE TRI SUIT BLACK/BLUE/WHITE XL;0
12210-5XXL;4054571204608;CLOTHING;CUBE TEAMLINE TRI SUIT BLACK/BLUE/WHITE XXL;0
12210-6XXXL;4054571204615;CLOTHING;CUBE TEAMLINE TRI SUIT BLACK/BLUE/WHITE XXXL;0
12211106;8719325647648;WHEELS;ERE EXPLORATOR GC30 SPOKE KIT (8 SPOKES);18
12211107;8719325647655;WHEELS;ERE EXPLORATOR GC45 SPOKE KIT (8 SPOKES);4
12211-2XS;4054571198990;CLOTHING;CUBE ROAD/XC JERSEY X FACTORY RACING S/S BLUE/ORANGE XS;0
12211-3S;4054571199003;CLOTHING;CUBE ROAD/XC JERSEY X FACTORY RACING S/S BLUE/ORANGE S;0
12211-4M;4054571199010;CLOTHING;CUBE ROAD/XC JERSEY X FACTORY RACING S/S BLUE/ORANGE M;0
12211-5L;4054571199027;CLOTHING;CUBE ROAD/XC JERSEY X FACTORY RACING S/S BLUE/ORANGE L;0
12211609;8720682570197;WHEELS;ERE EXPLORATOR II GCR40 SPARE SPOKE KIT;2
12211-6XL;4054571199034;CLOTHING;CUBE ROAD/XC JERSEY X FACTORY RACING S/S BLUE/ORANGE XL;0
12211-7XXL;4054571199041;CLOTHING;CUBE ROAD/XC JERSEY X FACTORY RACING S/S BLUE/ORANGE XXL;0
12211-8XXXL;4054571199058;CLOTHING;CUBE ROAD/XC JERSEY X FACTORY RACING S/S BLUE/ORANGE XXXL;0
12212-1S;4054571209214;CLOTHING;CUBE BLACKLINE SOFTSHELL JACK SAFETY BLK/NEON S;5
12212-2M;4054571209221;CLOTHING;CUBE BLACKLINE SOFTSHELL JACK SAFETY BLK/NEON M;3
12212-3L;4054571209238;CLOTHING;CUBE BLACKLINE SOFTSHELL JACK SAFETY BLK/NEON L;2
12212-4XL;4054571209245;CLOTHING;CUBE BLACKLINE SOFTSHELL JACK SAFETY BLK/NEON XL;2
12212-5XXL;4054571209252;CLOTHING;CUBE BLACKLINE SOFTSHELL JACK SAFETY BLK/NEON XXL;4
12212-6XXXL;4054571209269;CLOTHING;CUBE BLACKLINE SOFTSHELL JACK SAFETY BLK/NEON XXXL;2
12214-0XS;4054571207326;CLOTHING;CUBE BLACKLINE RAIN JACKET BLACK XS;0
12214-1S;4054571207333;CLOTHING;CUBE BLACKLINE RAIN JACKET BLACK S;0
12214-2M;4054571207340;CLOTHING;CUBE BLACKLINE RAIN JACKET BLACK M;6
12214-3L;4054571207357;CLOTHING;CUBE BLACKLINE RAIN JACKET BLACK L;12
12214-4XL;4054571207364;CLOTHING;CUBE BLACKLINE RAIN JACKET BLACK XL;3
12214-5XXL;4054571207371;CLOTHING;CUBE BLACKLINE RAIN JACKET BLACK XXL;0
12214-6XXXL;4054571207388;CLOTHING;CUBE BLACKLINE RAIN JACKET BLACK XXXL;0
12215-0XS;4054571208644;CLOTHING;CUBE BLACKLINE RAIN PANTS XS;0
12215-1S;4054571208651;CLOTHING;CUBE BLACKLINE RAIN PANTS S;1
12215-2M;4054571208668;CLOTHING;CUBE BLACKLINE RAIN PANTS M;0
12215-3L;4054571208675;CLOTHING;CUBE BLACKLINE RAIN PANTS L;0
12215-4XL;4054571208682;CLOTHING;CUBE BLACKLINE RAIN PANTS XL;0
12215-5XXL;4054571208699;CLOTHING;CUBE BLACKLINE RAIN PANTS XXL;0
12215-6XXXL;4054571208705;CLOTHING;CUBE BLACKLINE RAIN PANTS XXXL;0
12216-1S;4054571210654;CLOTHING;CUBE BLACKLINE RAIN SHORTS BLACK S;2
12216-2M;4054571210661;CLOTHING;CUBE BLACKLINE RAIN SHORTS BLACK M;3
12216-3L;4054571210678;CLOTHING;CUBE BLACKLINE RAIN SHORTS BLACK L;0
12216-4XL;4054571210685;CLOTHING;CUBE BLACKLINE RAIN SHORTS BLACK XL;4
12216-5XXL;4054571210692;CLOTHING;CUBE BLACKLINE RAIN SHORTS BLACK XXL;4
12216-6XXXL;4054571210708;CLOTHING;CUBE BLACKLINE RAIN SHORTS BLACK XXXL;2
12217-1S;4054571205322;CLOTHING;CUBE BLACKLINE SOFTSHELL JACKET 365 BLK/GREY S;2
12217-2M;4054571205339;CLOTHING;CUBE BLACKLINE SOFTSHELL JACKET 365 BLK/GREY M;3
12217-3L;4054571205346;CLOTHING;CUBE BLACKLINE SOFTSHELL JACKET 365 BLK/GREY L;38
12217-4XL;4054571205353;CLOTHING;CUBE BLACKLINE SOFTSHELL JACKET 365 BLK/GREY XL;3
12217-5XXL;4054571205360;CLOTHING;CUBE BLACKLINE SOFTSHELL JACKET 365 BLK/GREY XXL;3
12218-1S;4054571205391;CLOTHING;CUBE BLACKLINE SOFTSHELL PANTS 365 BLACK S;1
12218-2M;4054571205407;CLOTHING;CUBE BLACKLINE SOFTSHELL PANTS 365 BLACK M;0
12218-3L;4054571205414;CLOTHING;CUBE BLACKLINE SOFTSHELL PANTS 365 BLACK L;0
12218-4XL;4054571205421;CLOTHING;CUBE BLACKLINE SOFTSHELL PANTS 365 BLACK XL;0
12218-5XXL;4054571205438;CLOTHING;CUBE BLACKLINE SOFTSHELL PANTS 365 BLACK XXL;3
12218-6XXXL;4054571205445;CLOTHING;CUBE BLACKLINE SOFTSHELL PANTS 365 BLACK XXXL;1
12219-1S;4054571205889;CLOTHING;CUBE BLACKLINE JERSEY S/S BLACK/BROWN S;3
12219-2M;4054571205896;CLOTHING;CUBE BLACKLINE JERSEY S/S BLACK/BROWN M;13
12219-3L;4054571205902;CLOTHING;CUBE BLACKLINE JERSEY S/S BLACK/BROWN L;2
12219-4XL;4054571205919;CLOTHING;CUBE BLACKLINE JERSEY S/S BLACK/BROWN XL;12
12219-5XXL;4054571205926;CLOTHING;CUBE BLACKLINE JERSEY S/S BLACK/BROWN XXL;10
12219-6XXXL;4054571205933;CLOTHING;CUBE BLACKLINE JERSEY S/S BLACK/BROWN XXXL;4
12220-1S;4054571206022;CLOTHING;CUBE BLACKLINE JERSEY S/S BLUE PATTERN S;6
12220-3L;4054571206046;CLOTHING;CUBE BLACKLINE JERSEY S/S BLUE PATTERN L;3
12221-6XXXL;4054571210913;CLOTHING;CUBE BLACKLINE JERSEY CMPT S/S GREY/BLUE XXXL;3
12222-1S;4054571211385;CLOTHING;CUBE BLACKLINE TRIKOT CMPT S/S BLUE S;1
12222-2M;4054571211392;CLOTHING;CUBE BLACKLINE TRIKOT CMPT S/S BLUE M;1
12222-4XL;4054571211415;CLOTHING;CUBE BLACKLINE TRIKOT CMPT S/S BLUE XL;1
12223-0XS;4054571211231;CLOTHING;CUBE BLACKLINE WS JERSEY S/S BLUE PATTERN XS (34);2
12224-2XS;4054571203120;CLOTHING;CUBE BLACKLINE WS SOFTSHELL JACKET BLACK XS (34);0
12224-3S;4054571203137;CLOTHING;CUBE BLACKLINE WS SOFTSHELL JACKET BLACK S (36);0
12224-4M;4054571203144;CLOTHING;CUBE BLACKLINE WS SOFTSHELL JACKET BLACK M (38);0
12224-5L;4054571203151;CLOTHING;CUBE BLACKLINE WS SOFTSHELL JACKET BLACK L (40);0
12224-6XL;4054571203168;CLOTHING;CUBE BLACKLINE WS SOFTSHELL JACKET BLACK XL (42);0
12224-7XXL;4054571203175;CLOTHING;CUBE BLACKLINE WS SOFTSHELL JACKET BLACK XXL (44);0
12224-8XXXL;4054571203182;CLOTHING;CUBE BLACKLINE WS SOFTSHELL JACKET BLACK XXXL (46);0
12225-0XS;4054571203052;CLOTHING;CUBE BLACKLINE WS CYCLING TIGHTS BLACK XS (34);1
12225-1S;4054571203069;CLOTHING;CUBE BLACKLINE WS CYCLING TIGHTS BLACK S (36);0
12225-4M;4054571203076;CLOTHING;CUBE BLACKLINE WS CYCLING TIGHTS BLACK M (38);0
12225-4XL;4054571203090;CLOTHING;CUBE BLACKLINE WS CYCLING TIGHTS BLACK XL (42);0
12225-5L;4054571203083;CLOTHING;CUBE BLACKLINE WS CYCLING TIGHTS BLACK L (40);2
12225-5XXL;4054571203106;CLOTHING;CUBE BLACKLINE WS CYCLING TIGHTS BLACK XXL (44);0
12226-1S;4054571204974;CLOTHING;CUBE BLACKLINE WS CYCLING TIGHTS NO PAD S (36);2
12226-2M;4054571204981;CLOTHING;CUBE BLACKLINE WS CYCLING TIGHTS NO PAD M (38);2
12226-3L;4054571204998;CLOTHING;CUBE BLACKLINE WS CYCLING TIGHTS NO PAD L (40);6
12226-4XL;4054571205001;CLOTHING;CUBE BLACKLINE WS CYCLING TIGHTS NO PAD XL (42);2
12226-5XXL;4054571205018;CLOTHING;CUBE BLACKLINE WS CYCLING TIGHTS NO PAD XXL (44);9
12227-2XS;4054571174017;CLOTHING;CUBE WIND GILET CMPT BLACK/YELLOW XS;0
12227-3S;4054571174024;CLOTHING;CUBE WIND GILET CMPT BLACK/YELLOW S;0
12227-4M;4054571174031;CLOTHING;CUBE WIND GILET CMPT BLACK/YELLOW M;0
12227-5L;4054571174048;CLOTHING;CUBE WIND GILET CMPT BLACK/YELLOW L;0
12227-6XL;4054571174055;CLOTHING;CUBE WIND GILET CMPT BLACK/YELLOW XL;0
12227-7XXL;4054571174062;CLOTHING;CUBE WIND GILET CMPT BLACK/YELLOW XXL;0
12227-8XXXL;4054571174079;CLOTHING;CUBE WIND GILET CMPT BLACK/YELLOW XXXL;0
12228-2XS;4054571174086;CLOTHING;CUBE WIND GILET CMPT BLUE XS;0
12228-3S;4054571174093;CLOTHING;CUBE WIND GILET CMPT BLUE S;0
12228-4M;4054571174109;CLOTHING;CUBE WIND GILET CMPT BLUE M;0
12228-5L;4054571174116;CLOTHING;CUBE WIND GILET CMPT BLUE L;0
12228-6XL;4054571174123;CLOTHING;CUBE WIND GILET CMPT BLUE XL;0
12228-7XXL;4054571174130;CLOTHING;CUBE WIND GILET CMPT BLUE XXL;0
12228-8XXXL;4054571174147;CLOTHING;CUBE WIND GILET CMPT BLUE XXXL;0
12229-2XS;4054571174154;CLOTHING;CUBE WIND JACKET CMPT BLACK/YELLOW XS;0
12229-3S;4054571174161;CLOTHING;CUBE WIND JACKET CMPT BLACK/YELLOW S;0
12229-4M;4054571174178;CLOTHING;CUBE WIND JACKET CMPT BLACK/YELLOW M;0
12229-5L;4054571174185;CLOTHING;CUBE WIND JACKET CMPT BLACK/YELLOW L;0
12229-6XL;4054571174192;CLOTHING;CUBE WIND JACKET CMPT BLACK/YELLOW XL;0
12229-7XXL;4054571174208;CLOTHING;CUBE WIND JACKET CMPT BLACK/YELLOW XXL;0
12229-8XXXL;4054571174215;CLOTHING;CUBE WIND JACKET CMPT BLACK/YELLOW XXXL;0
12230-2XS;4054571174222;CLOTHING;CUBE WIND JACKET CMPT BLUE XS;0
12230-3S;4054571174239;CLOTHING;CUBE WIND JACKET CMPT BLUE S;0
12230-4M;4054571174246;CLOTHING;CUBE WIND JACKET CMPT BLUE M;0
12230-5L;4054571174253;CLOTHING;CUBE WIND JACKET CMPT BLUE L;0
12230-6XL;4054571174260;CLOTHING;CUBE WIND JACKET CMPT BLUE XL;0
12230-7XXL;4054571174277;CLOTHING;CUBE WIND JACKET CMPT BLUE XXL;0
12230-8XXXL;4054571174284;CLOTHING;CUBE WIND JACKET CMPT BLUE XXXL;0
12231-2XS;4054571174291;CLOTHING;CUBE WIND JACKET CMPT RED XS;0
12231-3S;4054571174307;CLOTHING;CUBE WIND JACKET CMPT RED S;0
12231-4M;4054571174314;CLOTHING;CUBE WIND JACKET CMPT RED M;0
12231-5L;4054571174321;CLOTHING;CUBE WIND JACKET CMPT RED L;0
12231-6XL;4054571174338;CLOTHING;CUBE WIND JACKET CMPT RED XL;0
12231-7XXL;4054571174345;CLOTHING;CUBE WIND JACKET CMPT RED XXL;0
12231-8XXXL;4054571174352;CLOTHING;CUBE WIND JACKET CMPT RED XXXL;0
12232-2XS;4054571199348;CLOTHING;CUBE JERSEY CMPT S/S BLACK XS;0
12232-3S;4054571199355;CLOTHING;CUBE JERSEY CMPT S/S BLACK S;0
12232-4M;4054571199362;CLOTHING;CUBE JERSEY CMPT S/S BLACK M;0
12232-5L;4054571199379;CLOTHING;CUBE JERSEY CMPT S/S BLACK L;0
12232-6XL;4054571199386;CLOTHING;CUBE JERSEY CMPT S/S BLACK XL;0
12232-7XXL;4054571199393;CLOTHING;CUBE JERSEY CMPT S/S BLACK XXL;0
12232-8XXXL;4054571199409;CLOTHING;CUBE JERSEY CMPT S/S BLACK XXXL;0
12233-2XS;4054571199416;CLOTHING;CUBE JERSEY CMPT MOUNTAIN S/S GREEN XS;0
12233-3S;4054571199423;CLOTHING;CUBE JERSEY CMPT MOUNTAIN S/S GREEN S;0
12233-4M;4054571199430;CLOTHING;CUBE JERSEY CMPT MOUNTAIN S/S GREEN M;0
12233-5L;4054571199447;CLOTHING;CUBE JERSEY CMPT MOUNTAIN S/S GREEN L;0
12233-6XL;4054571199454;CLOTHING;CUBE JERSEY CMPT MOUNTAIN S/S GREEN XL;0
12233-7XXL;4054571199461;CLOTHING;CUBE JERSEY CMPT MOUNTAIN S/S GREEN XXL;0
12233-8XXXL;4054571199478;CLOTHING;CUBE JERSEY CMPT MOUNTAIN S/S GREEN XXXL;0
12234-2XS;4054571199485;CLOTHING;CUBE JERSEY CMPT CLASSIC S/S GREY XS;0
12234-3S;4054571199492;CLOTHING;CUBE JERSEY CMPT CLASSIC S/S GREY S;0
12234-4M;4054571199508;CLOTHING;CUBE JERSEY CMPT CLASSIC S/S GREY M;0
12234-5L;4054571199515;CLOTHING;CUBE JERSEY CMPT CLASSIC S/S GREY L;0
12234-6XL;4054571199522;CLOTHING;CUBE JERSEY CMPT CLASSIC S/S GREY XL;0
12234-7XXL;4054571199539;CLOTHING;CUBE JERSEY CMPT CLASSIC S/S GREY XXL;0
12234-8XXXL;4054571199546;CLOTHING;CUBE JERSEY CMPT CLASSIC S/S GREY XXXL;0
12235-2XS;4054571174369;CLOTHING;CUBE ROAD/XC JERSEY X FACTORY RACING L/S BLUE/ORANGE XS;0
12235-3S;4054571174376;CLOTHING;CUBE ROAD/XC JERSEY X FACTORY RACING L/S BLUE/ORANGE S;0
12235-4M;4054571174383;CLOTHING;CUBE ROAD/XC JERSEY X FACTORY RACING L/S BLUE/ORANGE M;0
